product_link,title,brand,price,discount,avg_rating,total_ratings
https://www.flipkart.com/pahnava-slip-sneakers-women/p/itm60882a953e525?pid=SHOHAQYSK2TTEXXG&lid=LSTSHOHAQYSK2TTEXXGOKGPHL&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_2_76&otracker=search&otracker1=search&fm=Search&iid=19a3d74b-4615-4bc8-8eba-bbfda273fc09.SHOHAQYSK2TTEXXG.SEARCH&ppt=sp&ppn=sp&ssid=82axeu4n280000001744466514528&qH=32e27b1148959538,Slip On Sneakers For Women,PAHNAVA ,399,0.6,,
https://www.flipkart.com/asian-casual-walking-gym-shoes-women-stylish-comfortable-outdoor-breeze-01-women/p/itm67b4039ba4e53?pid=SHOGZ34UATF6RXVG&lid=LSTSHOGZ34UATF6RXVGYLOWCJ&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_3_82&otracker=search&otracker1=search&fm=Search&iid=en_8F-cRFRkRaMmBVJuoRvQWs4rHpMtpBAEpFCvQJBu1oxo5aARUAeLm0onCJxzBDCaN32b2JVpy1Yq7rgY7GEBkfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=ii96rdz92o0000001744466515993&qH=32e27b1148959538,Casual Walking & Gym Shoes For Women| Stylish and Comfortable Outdoor|Breeze-01 Walking Shoes For Women,asian ,819,0.18,4.2,1125
https://www.flipkart.com/asian-superfly-03-mintsky-sports-gym-training-casual-stylish-running-shoes-women/p/itm17461d48e6fdc?pid=SHOGHSZVJ8GUVNQT&lid=LSTSHOGHSZVJ8GUVNQTSFTMXV&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&spotlightTagId=default_TrendingId_osp%2Fiko%2Fd20&srno=s_3_83&otracker=search&otracker1=search&fm=Search&iid=0d3c8dc7-f2e9-49ed-83c6-cc739f2b5bef.SHOGHSZVJ8GUVNQT.SEARCH&ppt=sp&ppn=sp&ssid=ii96rdz92o0000001744466515993&qH=32e27b1148959538,"Superfly-03 Mintsky Sports,Gym,Training,Casual,Stylish Running Shoes For Women",asian ,860,0.56,4.1,2698
https://www.flipkart.com/baniroma-chunky-sneakers-running-shoes-women/p/itmdeafe8f6c58e6?pid=SHOH8ZYCCJSKXAN6&lid=LSTSHOH8ZYCCJSKXAN6FRRVTE&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_3_88&otracker=search&otracker1=search&fm=Search&iid=en_8F-cRFRkRaMmBVJuoRvQWs4rHpMtpBAEpFCvQJBu1ox9fOAwePRAFu0GkwJdqnBsrRau5p5_0wz-OgYKJY9XCQ%3D%3D&ppt=sp&ppn=sp&ssid=ii96rdz92o0000001744466515993&qH=32e27b1148959538,Chunky sneakers Running Shoes For Women,Baniroma ,649,0.67,4,5
https://www.flipkart.com/campus-cristy-women-s-sports-shoes-cushioned-insole-pillo-foam-lace-up-running-women/p/itm464745124f870?pid=SHOG3PFAPE8SGMKZ&lid=LSTSHOG3PFAPE8SGMKZUDNVZA&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_3_95&otracker=search&otracker1=search&fm=Search&iid=0d3c8dc7-f2e9-49ed-83c6-cc739f2b5bef.SHOG3PFAPE8SGMKZ.SEARCH&ppt=sp&ppn=sp&ssid=ii96rdz92o0000001744466515993&qH=32e27b1148959538,CRISTY Women's Sports Shoes | Cushioned Insole with Pillo Foam | Lace-Up Running Shoes For Women,CAMPUS ,858,0.21,4.2,34369
https://www.flipkart.com/hrx-hrithik-roshan-new-lilac-olive-running-shoes-women/p/itm0dfd306b4ac2f?pid=SHOGXP5SYZHYE9Y3&lid=LSTSHOGXP5SYZHYE9Y3L7FHRI&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_3_98&otracker=search&otracker1=search&fm=Search&iid=en_8F-cRFRkRaMmBVJuoRvQWs4rHpMtpBAEpFCvQJBu1ow0eEd2ppgNDKKGhsUPVbY0FfkzBvlkh8Q5ijmuoR9LfQ%3D%3D&ppt=sp&ppn=sp&ssid=ii96rdz92o0000001744466515993&qH=32e27b1148959538,NEW-LILAC-OLIVE Running Shoes For Women,HRX by Hrithik Roshan ,999,0.75,4,2930
https://www.flipkart.com/hrx-hrithik-roshan-running-shoes-women/p/itm30041bc007a7c?pid=SHOH8WPHEZ5C8VYU&lid=LSTSHOH8WPHEZ5C8VYUSRVWE1&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_3_99&otracker=search&otracker1=search&fm=Search&iid=0d3c8dc7-f2e9-49ed-83c6-cc739f2b5bef.SHOH8WPHEZ5C8VYU.SEARCH&ppt=sp&ppn=sp&ssid=ii96rdz92o0000001744466515993&qH=32e27b1148959538,Running Shoes For Women,HRX by Hrithik Roshan ,999,0.75,4,2930
https://www.flipkart.com/asian-sunshine-01-aqua-sneakers-casuals-loafers-walking-shoes-women/p/itma8cdb9ca05650?pid=SHOGJ69ZFWRZHFSM&lid=LSTSHOGJ69ZFWRZHFSMK2J7GP&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_3_100&otracker=search&otracker1=search&fm=Search&iid=0d3c8dc7-f2e9-49ed-83c6-cc739f2b5bef.SHOGJ69ZFWRZHFSM.SEARCH&ppt=sp&ppn=sp&ssid=ii96rdz92o0000001744466515993&qH=32e27b1148959538,"Sunshine-01 Aqua Sneakers,Casuals,Loafers Walking Shoes For Women",asian ,727,0.27,4.1,19526
https://www.flipkart.com/asian-walking-shoes-women/p/itmb6ac27e9d56c6?pid=SHOHYZ94GVWCSGQS&lid=LSTSHOHYZ94GVWCSGQSVYAAXT&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_3_103&otracker=search&otracker1=search&fm=Search&iid=0d3c8dc7-f2e9-49ed-83c6-cc739f2b5bef.SHOHYZ94GVWCSGQS.SEARCH&ppt=sp&ppn=sp&ssid=ii96rdz92o0000001744466515993&qH=32e27b1148959538,Walking Shoes For Women,asian ,869,0.37,4,760
https://www.flipkart.com/asian-casual-sneaker-shoes-women-stylish-comfortable-lace-up-style-running/p/itm47e13ee5bb45d?pid=SHOGUXDNTRQZMHYS&lid=LSTSHOGUXDNTRQZMHYSOLI6OL&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_3_104&otracker=search&otracker1=search&fm=Search&iid=0d3c8dc7-f2e9-49ed-83c6-cc739f2b5bef.SHOGUXDNTRQZMHYS.SEARCH&ppt=sp&ppn=sp&ssid=ii96rdz92o0000001744466515993&qH=32e27b1148959538,Casual Sneaker Shoes For Women | Stylish and Comfortable | Lace-Up Style Running Shoes For Women,asian ,894,0.4,4.2,1008
https://www.flipkart.com/asian-firefly-04-grey-sports-gym-jogging-walking-training-stylish-running-shoes-women/p/itmb888fc9f72ffa?pid=SHOGGG7EFSV6G8MY&lid=LSTSHOGGG7EFSV6G8MY561B1I&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_3_117&otracker=search&otracker1=search&fm=Search&iid=en_8F-cRFRkRaMmBVJuoRvQWs4rHpMtpBAEpFCvQJBu1owJCCPXuuJ0illhZlRka1W5nZgVYDNl2qKvaM6ICx58rK8iqbiwhGf4dwbXVx7ZSks%3D&ppt=sp&ppn=sp&ssid=ii96rdz92o0000001744466515993&qH=32e27b1148959538,"Firefly-04 Grey Sports,Gym,Jogging,Walking,Training,Stylish Running Shoes For Women",asian ,833,0.44,4.1,16517
https://www.flipkart.com/baniroma-chunky-sneakers-running-shoes-women/p/itmdeafe8f6c58e6?pid=SHOH8ZYCCJSKXAN6&lid=LSTSHOH8ZYCCJSKXAN6FRRVTE&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_4_124&otracker=search&otracker1=search&fm=Search&iid=a2b28c76-f5b2-4d89-b38e-5fb60f90e6e2.SHOH8ZYCCJSKXAN6.SEARCH&ppt=sp&ppn=sp&ssid=g8bz1j2uao0000001744466518425&qH=32e27b1148959538,Chunky sneakers Running Shoes For Women,Baniroma ,649,0.67,4,5
https://www.flipkart.com/reebok-aim-runner-w-training-gym-shoes-women/p/itme32318087456e?pid=SHOGHXWSJZ5XGG4W&lid=LSTSHOGHXWSJZ5XGG4WNRGOKP&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_4_126&otracker=search&otracker1=search&fm=Search&iid=a2b28c76-f5b2-4d89-b38e-5fb60f90e6e2.SHOGHXWSJZ5XGG4W.SEARCH&ppt=sp&ppn=sp&ssid=g8bz1j2uao0000001744466518425&qH=32e27b1148959538,Aim Runner W Training & Gym Shoes For Women,REEBOK ,2699,0.46,,
https://www.flipkart.com/asian-walking-shoes-women/p/itma063546e9deff?pid=SHOHYZDU2TN79MHJ&lid=LSTSHOHYZDU2TN79MHJ4OD4U1&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_4_127&otracker=search&otracker1=search&fm=Search&iid=en_fYtZ4akIQ8oYKOJMCVt9a0u7ssMtY5_rU2j9WWsCsEsB_sxtROObEextkZWbyK5mG1DQPGMgUeq3GalzHBqC-_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=g8bz1j2uao0000001744466518425&qH=32e27b1148959538,Walking Shoes For Women,asian ,869,0.37,4,760
https://www.flipkart.com/campus-beach-women-s-sports-shoes-memory-foam-comfort-anti-slip-sole-design-lace-up-running-women/p/itm55bedce140498?pid=SHOGSY4TZGZZHGB2&lid=LSTSHOGSY4TZGZZHGB2UOO3BY&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_4_130&otracker=search&otracker1=search&fm=Search&iid=a2b28c76-f5b2-4d89-b38e-5fb60f90e6e2.SHOGSY4TZGZZHGB2.SEARCH&ppt=sp&ppn=sp&ssid=g8bz1j2uao0000001744466518425&qH=32e27b1148959538,BEACH Women's Sports Shoes |Memory Foam Comfort & Anti-Slip Sole Design |Lace-Up Running Shoes For Women,CAMPUS ,936,0.41,4.2,370
https://www.flipkart.com/jack-diamond-pro-sneakers-women/p/itme21a49d5dacd3?pid=SHOG5W76THQTHKSU&lid=LSTSHOG5W76THQTHKSUFXFZJ2&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_4_135&otracker=search&otracker1=search&fm=Search&iid=a2b28c76-f5b2-4d89-b38e-5fb60f90e6e2.SHOG5W76THQTHKSU.SEARCH&ppt=sp&ppn=sp&ssid=g8bz1j2uao0000001744466518425&qH=32e27b1148959538,Pro Sneakers For Women,Jack Diamond ,878,0.12,4.2,490
https://www.flipkart.com/campus-montana-women-s-casual-shoes-memory-insole-cushioning-nitrofly-lace-up-running-women/p/itm1f46c16386eb1?pid=SHOH2HHEXPDYAMEK&lid=LSTSHOH2HHEXPDYAMEKRFVVJB&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_4_140&otracker=search&otracker1=search&fm=Search&iid=a2b28c76-f5b2-4d89-b38e-5fb60f90e6e2.SHOH2HHEXPDYAMEK.SEARCH&ppt=sp&ppn=sp&ssid=g8bz1j2uao0000001744466518425&qH=32e27b1148959538,MONTANA Women's Casual Shoes | Memory Insole Cushioning with Nitrofly | Lace-Up Running Shoes For Women,CAMPUS ,1646,0.31,4.1,41
https://www.flipkart.com/ajanta-walking-shoes-women/p/itme30c6be79937a?pid=SHOGTEWNQU8BSHZC&lid=LSTSHOGTEWNQU8BSHZCBEZJGR&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_4_145&otracker=search&otracker1=search&fm=Search&iid=a2b28c76-f5b2-4d89-b38e-5fb60f90e6e2.SHOGTEWNQU8BSHZC.SEARCH&ppt=sp&ppn=sp&ssid=g8bz1j2uao0000001744466518425&qH=32e27b1148959538,Walking Shoes For Women,AJANTA ,499,0.58,4.2,1209
https://www.flipkart.com/reebok-walking-shoes-women/p/itm04abbc9294988?pid=SHOHYZF5FWWDAWKY&lid=LSTSHOHYZF5FWWDAWKYHILQMH&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_4_150&otracker=search&otracker1=search&fm=Search&iid=a2b28c76-f5b2-4d89-b38e-5fb60f90e6e2.SHOHYZF5FWWDAWKY.SEARCH&ppt=sp&ppn=sp&ssid=g8bz1j2uao0000001744466518425&qH=32e27b1148959538,Walking Shoes For Women,REEBOK ,2399,0.4,3.3,3
https://www.flipkart.com/campus-beach-women-s-sports-shoes-memory-foam-comfort-anti-slip-sole-design-lace-up-running-women/p/itm6d5cbbe71e41d?pid=SHOGSY4TGFYJGW9R&lid=LSTSHOGSY4TGFYJGW9R3NRKVO&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_4_152&otracker=search&otracker1=search&fm=Search&iid=en_fYtZ4akIQ8oYKOJMCVt9a0u7ssMtY5_rU2j9WWsCsEvpYsuZpDgjV1_PU8E1-VB_ijO1Fgbmvn8yOHSDxONjJuo15S0a61Wzzbg3qNOknKY%3D&ppt=sp&ppn=sp&ssid=g8bz1j2uao0000001744466518425&qH=32e27b1148959538,BEACH Women's Sports Shoes |Memory Foam Comfort & Anti-Slip Sole Design |Lace-Up Running Shoes For Women,CAMPUS ,936,0.41,4.2,370
https://www.flipkart.com/asian-future-04-riya-04-running-shoes-walking-shoes-casual-shoes-sports-shoes-women/p/itmf3yympmrs5yrt?pid=SHOEXZ5RAS7D4XG2&lid=LSTSHOEXZ5RAS7D4XG2U31GAN&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_4_155&otracker=search&otracker1=search&fm=Search&iid=a2b28c76-f5b2-4d89-b38e-5fb60f90e6e2.SHOEXZ5RAS7D4XG2.SEARCH&ppt=sp&ppn=sp&ssid=g8bz1j2uao0000001744466518425&qH=32e27b1148959538,"Future-04,RIYA-04 Running Shoes,Walking Shoes,Casual Shoes,Sports shoes For Women",asian ,771,0.22,4.1,38924
https://www.flipkart.com/sabzone-light-weight-comfortable-trendy-breathable-sport-walking-shoes-running-women/p/itma136e2940bb1f?pid=SHOH2GGMKQZRP8MR&lid=LSTSHOH2GGMKQZRP8MRQEJZND&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_4_156&otracker=search&otracker1=search&fm=Search&iid=a2b28c76-f5b2-4d89-b38e-5fb60f90e6e2.SHOH2GGMKQZRP8MR.SEARCH&ppt=sp&ppn=sp&ssid=g8bz1j2uao0000001744466518425&qH=32e27b1148959538,Light Weight Comfortable Trendy Breathable Sport Walking shoes Running Shoes For Women,SABZONE ,713,0.76,3.1,55
https://www.flipkart.com/hrx-hrithik-roshan-running-shoes-women/p/itm4b2c0f8f636ce?pid=SHOH36XUHFVJZZZG&lid=LSTSHOH36XUHFVJZZZGPLTEC5&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_4_157&otracker=search&otracker1=search&fm=Search&iid=en_fYtZ4akIQ8oYKOJMCVt9a0u7ssMtY5_rU2j9WWsCsEvlJ7cq8wA3YlZSSuw6VP5UM7Iz8OIFrkDqkQS-KiT-6A%3D%3D&ppt=sp&ppn=sp&ssid=g8bz1j2uao0000001744466518425&qH=32e27b1148959538,Running Shoes For Women,HRX by Hrithik Roshan ,999,0.75,4,391
https://www.flipkart.com/ajanta-walking-shoes-women/p/itm3bf9c5ad6f272?pid=SHOGUF3UFSSVHB6P&lid=LSTSHOGUF3UFSSVHB6P8HSL5K&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_4_160&otracker=search&otracker1=search&fm=Search&iid=a2b28c76-f5b2-4d89-b38e-5fb60f90e6e2.SHOGUF3UFSSVHB6P.SEARCH&ppt=sp&ppn=sp&ssid=g8bz1j2uao0000001744466518425&qH=32e27b1148959538,Walking Shoes For Women,AJANTA ,499,0.58,4.2,1209
https://www.flipkart.com/vokline-women-sports-shoes-running-shoes-trekking-shoes-gym-shoes-outdoors/p/itm119cf8f5a660d?pid=SHOGBSKG5MMHGVC7&lid=LSTSHOGBSKG5MMHGVC7WFD6HM&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_5_163&otracker=search&otracker1=search&fm=Search&iid=d02a213b-dd52-443b-91c9-3f9710bab45a.SHOGBSKG5MMHGVC7.SEARCH&ppt=sp&ppn=sp&ssid=34gcicjaps0000001744466520596&qH=32e27b1148959538,"Women sports shoes,Running shoes,Trekking Shoes,gym shoes for women Outdoors For Women",Vokline ,355,0.64,4.1,121888
https://www.flipkart.com/abros-angel-2-running-shoes-women/p/itm1507e5f066c24?pid=SHOGY96UPTZXV3HR&lid=LSTSHOGY96UPTZXV3HR0OV6HG&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_5_165&otracker=search&otracker1=search&fm=Search&iid=d02a213b-dd52-443b-91c9-3f9710bab45a.SHOGY96UPTZXV3HR.SEARCH&ppt=sp&ppn=sp&ssid=34gcicjaps0000001744466520596&qH=32e27b1148959538,ANGEL-2 Running Shoes For Women,Abros ,949,0.44,4,507
https://www.flipkart.com/asian-casual-sneaker-shoes-women-stylish-comfortable-lace-up-style-running/p/itme1a7deaadb019?pid=SHOGUYAAVN3H3ANS&lid=LSTSHOGUYAAVN3H3ANSAQCGYP&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_5_167&otracker=search&otracker1=search&fm=Search&iid=en_MOfiPzp0wWKxg42C2hBUci9SPWuBOimo-XDBqDeT5jhr2EA-DA4CQEu77i55Fs29QY-NS9h8YMpmKy2_eaZ-8PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=34gcicjaps0000001744466520596&qH=32e27b1148959538,Casual Sneaker Shoes For Women | Stylish and Comfortable | Lace-Up Style Running Shoes For Women,asian ,816,0.45,4.2,2835
https://www.flipkart.com/campus-beach-women-s-sports-shoes-memory-foam-comfort-anti-slip-sole-design-lace-up-running-women/p/itm55bedce140498?pid=SHOGSY4TQ3HGGYJG&lid=LSTSHOGSY4TQ3HGGYJGDIQTKO&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_5_168&otracker=search&otracker1=search&fm=Search&iid=en_MOfiPzp0wWKxg42C2hBUci9SPWuBOimo-XDBqDeT5jiNW4WkcpQDPHiF1Wqu7JnQylxvhX8gcPA9Jo2CdQLL-w%3D%3D&ppt=sp&ppn=sp&ssid=34gcicjaps0000001744466520596&qH=32e27b1148959538,BEACH Women's Sports Shoes |Memory Foam Comfort & Anti-Slip Sole Design |Lace-Up Running Shoes For Women,CAMPUS ,936,0.41,4.2,370
https://www.flipkart.com/campus-montana-women-s-casual-shoes-memory-insole-cushioning-nitrofly-lace-up-running-women/p/itm9fdf46e65de0e?pid=SHOH2HHF6DDWKZ9Z&lid=LSTSHOH2HHF6DDWKZ9ZLFZOM0&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_5_170&otracker=search&otracker1=search&fm=Search&iid=d02a213b-dd52-443b-91c9-3f9710bab45a.SHOH2HHF6DDWKZ9Z.SEARCH&ppt=sp&ppn=sp&ssid=34gcicjaps0000001744466520596&qH=32e27b1148959538,MONTANA Women's Casual Shoes | Memory Insole Cushioning with Nitrofly | Lace-Up Running Shoes For Women,CAMPUS ,1646,0.31,4.1,41
https://www.flipkart.com/bersache-premium-sports-gym-trending-stylish-running-shoes-women/p/itm79fb77f3a062d?pid=SHOGPV63KAYJZGGQ&lid=LSTSHOGPV63KAYJZGGQWQ6PNV&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_5_174&otracker=search&otracker1=search&fm=Search&iid=d02a213b-dd52-443b-91c9-3f9710bab45a.SHOGPV63KAYJZGGQ.SEARCH&ppt=sp&ppn=sp&ssid=34gcicjaps0000001744466520596&qH=32e27b1148959538,"Premium Sports ,Gym, Trending, Stylish Running Shoes For Women",BERSACHE ,494,0.75,3.8,1010
